스물하나,21
스물다섯,25
스물여섯,26
스물일곱,27
스물여덟,28
스물아홉,29
서른하나,31
서른다섯,35
서른여섯,36
서른일곱,37
서른여덟,38
서른아홉,39
마흔하나,41
마흔다섯,45
마흔여섯,46
마흔일곱,47
마흔여덟,48
마흔아홉,49
예순하나,61
예순다섯,65
예순여섯,66
예순일곱,67
예순여덟,68
예순아홉,69
일흔하나,71
일흔다섯,75
일흔여섯,76
일흔일곱,77
일흔여덟,78
일흔아홉,79
여든하나,81
여든다섯,85
여든여섯,86
여든일곱,87
여든여덟,88
여든아홉,89
아흔하나,91
아흔다섯,95
아흔여섯,96
아흔일곱,97
아흔여덟,98
아흔아홉,99
100,100
이십일,21
이십이,22
이십삼,23
이십사,24
이십오,25
이십육,26
이십칠,27
이십팔,28
이십구,29
삼십일,31
삼십이,32
삼십삼,33
삼십사,34
삼십오,35
삼십육,36
삼십칠,37
삼십팔,38
삼십구,39
사십일,41
사십이,42
사십삼,43
사십사,44
사십오,45
사십육,46
사십칠,47
사십팔,48
사십구,49
오십일,51
오십이,52
오십삼,53
오십사,54
오십오,55
오십육,56
오십칠,57
오십팔,58
오십구,59
육십일,61
육십이,62
육십삼,63
육십사,64
육십오,65
육십육,66
육십칠,67
육십팔,68
육십구,69
칠십일,71
칠십이,72
칠십삼,73
칠십사,74
칠십오,75
칠십육,76
칠십칠,77
칠십팔,78
칠십구,79
팔십일,81
팔십이,82
팔십삼,83
팔십사,84
팔십오,85
팔십육,86
팔십칠,87
팔십팔,88
팔십구,89
구십일,91
구십이,92
구십삼,93
구십사,94
구십오,95
구십육,96
구십칠,97
구십팔,98
구십구,99
열하나,11
열다섯,15
열여섯,16
열일곱,17
열여덟,18
열아홉,19
스물둘,22
스물셋,23
스물넷,24
서른둘,32
서른셋,33
서른넷,34
마흔둘,42
마흔셋,43
마흔넷,44
쉰하나,51
쉰다섯,55
쉰여섯,56
쉰일곱,57
쉰여덟,58
쉰아홉,59
예순둘,62
예순셋,63
예순넷,64
일흔둘,72
일흔셋,73
일흔넷,74
여든둘,82
여든셋,83
여든넷,84
아흔둘,92
아흔셋,93
아흔넷,94
이십한,21
스물한,21
삼십한,31
서른한,31
사십한,41
마흔한,41
오십한,51
육십한,61
예순한,61
칠십한,71
일흔한,71
팔십한,81
여든한,81
구십한,91
아흔한,91
스물두,22
스물세,23
스물네,24
서른두,32
서른세,33
서른네,34
마흔두,42
마흔세,43
마흔네,44
예순두,62
예순세,63
예순네,64
일흔두,72
일흔세,73
일흔네,74
여든두,82
여든세,83
여든네,84
아흔두,92
아흔세,93
아흔네,94
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
73,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
86,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
99,99
십일,11
십이,12
십삼,13
십사,14
십오,15
십육,16
십칠,17
십팔,18
십구,19
이십,20
삼십,30
사십,40
오십,50
육십,60
칠십,70
팔십,80
구십,90
하나,1
다섯,5
여섯,6
일곱,7
여덟,8
아홉,9
열둘,12
열셋,13
열넷,14
스물,20
서른,30
마흔,40
쉰둘,52
쉰셋,53
쉰넷,54
예순,60
일흔,70
여든,80
아흔,90
처음,1
열한,11
쉰한,51
열두,12
열세,13
열네,14
쉰두,52
쉰세,53
쉰네,54
한,1
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
일,1
이,2
삼,3
사,4
오,5
육,6
칠,7
팔,8
구,9
십,10
백,100
둘,2
셋,3
넷,4
열,10
쉰,50
첫,1
두,2
세,3
네,4
